id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG103","start_detection","Left","2024-10-22 13:49:27.382"
1,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG103","stop_detection","Left","2024-10-22 13:49:27.860"
2,"AA","T1_BasicMechanics","7","BP_PoliceTape","start_detection","Left","2024-10-22 13:49:29.412"
3,"AA","T1_BasicMechanics","7","BP_PoliceTape","stop_detection","Left","2024-10-22 13:49:29.869"
4,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG103","start_detection","Left","2024-10-22 13:49:30.298"
5,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG103","stop_detection","Left","2024-10-22 13:49:30.907"
6,"AA","T1_BasicMechanics","9","BP_Clamps","start_detection","Left","2024-10-22 13:49:32.401"
7,"AA","T1_BasicMechanics","9","BP_Clamps","stop_detection","Left","2024-10-22 13:49:32.892"
8,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG104","start_detection","Left","2024-10-22 13:50:1.877"
9,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG104","grab","Left","2024-10-22 13:50:2.328"
10,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG104","stop_detection","Left","2024-10-22 13:50:2.337"
11,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG104","release","Left","2024-10-22 13:50:3.277"
12,"AA","T1_BasicMechanics","7","BP_PoliceTape2","start_detection","Left","2024-10-22 13:50:5.658"
13,"AA","T1_BasicMechanics","7","BP_PoliceTape2","grab","Left","2024-10-22 13:50:6.249"
14,"AA","T1_BasicMechanics","7","BP_PoliceTape2","stop_detection","Left","2024-10-22 13:50:6.258"
15,"AA","T1_BasicMechanics","7","BP_PoliceTape2","release","Left","2024-10-22 13:50:8.121"
16,"AA","T1_BasicMechanics","9","BP_Clamps2","start_detection","Left","2024-10-22 13:50:11.398"
17,"AA","T1_BasicMechanics","9","BP_Clamps2","grab","Left","2024-10-22 13:50:11.798"
18,"AA","T1_BasicMechanics","9","BP_Clamps2","stop_detection","Left","2024-10-22 13:50:11.809"
19,"AA","T1_BasicMechanics","9","BP_Clamps2","release","Left","2024-10-22 13:50:13.514"
20,"AA","T1_BasicMechanics","2","BP_TrafficCone5","start_detection","Left","2024-10-22 13:50:40.723"
21,"AA","T1_BasicMechanics","2","BP_TrafficCone5","grab","Left","2024-10-22 13:50:40.865"
22,"AA","T1_BasicMechanics","2","BP_TrafficCone5","stop_detection","Left","2024-10-22 13:50:40.877"
23,"AA","T1_BasicMechanics","2","BP_TrafficCone5","release","Left","2024-10-22 13:50:44.172"
24,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG105","start_detection","Left","2024-10-22 13:50:46.501"
25,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG105","grab","Left","2024-10-22 13:50:46.662"
26,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG105","stop_detection","Left","2024-10-22 13:50:46.672"
27,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG105","release","Left","2024-10-22 13:50:49.169"
